id,R1-DP,R1-INT,R1-PRESORT,R1-SP,R2-DP,R2-INT,R2-PRESORT,R2-SP
ENSE00000806005_006 mut chr9:111746592-111746761 strand=-1 len=35.90.45,7.0,24.0,400.0,1024.0,35.0,34.0,360.0,783.0
ENSE00000806005_007 mut chr9:111746592-111746761 strand=-1 len=35.90.45,9.0,15.0,77.0,153.0,5.0,16.0,131.0,290.0
ENSE00000806005_008 mut chr9:111746592-111746761 strand=-1 len=35.90.45,144.0,52.0,120.0,0.0,133.0,14.0,128.0,1.0
ENSE00000806005_009 mut chr9:111746592-111746761 strand=-1 len=35.90.45,5.0,5.0,75.0,169.0,28.0,16.0,145.0,138.0
ENSE00000806005_010 mut chr9:111746592-111746761 strand=-1 len=35.90.45,63.0,42.0,42.0,177.0,20.0,3.0,42.0,146.0
ENSE00000806005_011 mut chr9:111746592-111746761 strand=-1 len=35.90.45,289.0,8.0,71.0,0.0,296.0,5.0,88.0,14.0
ENSE00000806005_012 mut chr9:111746592-111746761 strand=-1 len=35.90.45,24.0,79.0,362.0,840.0,50.0,11.0,359.0,452.0
ENSE00000806005_013 mut chr9:111746592-111746761 strand=-1 len=35.90.45,43.0,0.0,16.0,0.0,56.0,0.0,3.0,1.0
ENSE00000806005_014 mut chr9:111746592-111746761 strand=-1 len=35.90.45,226.0,0.0,33.0,18.0,276.0,10.0,100.0,12.0
ENSE00000806005_015 mut chr9:111746592-111746761 strand=-1 len=35.90.45,2.0,706.0,107.0,65.0,0.0,223.0,79.0,75.0
ENSE00000806005_016 mut chr9:111746592-111746761 strand=-1 len=35.90.45,66.0,149.0,49.0,16.0,343.0,113.0,253.0,11.0
ENSE00000806005_017 mut chr9:111746592-111746761 strand=-1 len=35.90.45,31.0,0.0,2.0,0.0,103.0,0.0,98.0,20.0
ENSE00000806005_018 mut chr9:111746592-111746761 strand=-1 len=35.90.45,2.0,6.0,50.0,204.0,85.0,27.0,169.0,210.0
ENSE00000806005_019 mut chr9:111746592-111746761 strand=-1 len=35.90.45,33.0,87.0,573.0,1101.0,45.0,6.0,307.0,634.0
ENSE00000806005_020 mut chr9:111746592-111746761 strand=-1 len=35.90.45,62.0,32.0,465.0,911.0,41.0,9.0,287.0,523.0
ENSE00000806005_021 mut chr9:111746592-111746761 strand=-1 len=35.90.45,49.0,19.0,87.0,423.0,23.0,6.0,160.0,170.0
ENSE00000806005_022 mut chr9:111746592-111746761 strand=-1 len=35.90.45,16.0,158.0,56.0,81.0,42.0,443.0,257.0,129.0
ENSE00000806005_023 mut chr9:111746592-111746761 strand=-1 len=35.90.45,60.0,4.0,3.0,0.0,185.0,18.0,108.0,3.0
ENSE00000806005_024 mut chr9:111746592-111746761 strand=-1 len=35.90.45,42.0,21.0,38.0,58.0,0.0,15.0,19.0,16.0
ENSE00000806005_025 mut chr9:111746592-111746761 strand=-1 len=35.90.45,6.0,0.0,18.0,78.0,0.0,0.0,21.0,103.0
ENSE00000806005_026 mut chr9:111746592-111746761 strand=-1 len=35.90.45,37.0,35.0,72.0,186.0,52.0,7.0,181.0,276.0
ENSE00000806005_027 mut chr9:111746592-111746761 strand=-1 len=35.90.45,419.0,48.0,91.0,3.0,153.0,11.0,72.0,0.0
ENSE00000806005_028 mut chr9:111746592-111746761 strand=-1 len=35.90.45,769.0,46.0,214.0,0.0,495.0,32.0,139.0,0.0
ENSE00000806005_029 mut chr9:111746592-111746761 strand=-1 len=35.90.45,21.0,185.0,86.0,176.0,13.0,154.0,80.0,152.0
ENSE00000806005_030 mut chr9:111746592-111746761 strand=-1 len=35.90.45,20.0,33.0,39.0,156.0,13.0,0.0,60.0,132.0
ENSE00000806005_031 mut chr9:111746592-111746761 strand=-1 len=35.90.45,41.0,99.0,174.0,292.0,17.0,0.0,72.0,95.0
ENSE00000806005_032 mut chr9:111746592-111746761 strand=-1 len=35.90.45,98.0,19.0,219.0,335.0,30.0,23.0,133.0,176.0
ENSE00000806005_033 mut chr9:111746592-111746761 strand=-1 len=35.90.45,16.0,17.0,108.0,188.0,0.0,8.0,56.0,128.0
ENSE00000806005_034 mut chr9:111746592-111746761 strand=-1 len=35.90.45,115.0,0.0,28.0,1.0,80.0,0.0,36.0,0.0
ENSE00000806005_035 mut chr9:111746592-111746761 strand=-1 len=35.90.45,82.0,2.0,290.0,509.0,11.0,23.0,121.0,298.0
ENSE00000806005_036 mut chr9:111746592-111746761 strand=-1 len=35.90.45,18.0,71.0,66.0,138.0,10.0,25.0,74.0,91.0
ENSE00000806005_037 mut chr9:111746592-111746761 strand=-1 len=35.90.45,5.0,15.0,46.0,88.0,86.0,0.0,30.0,69.0
ENSE00000806005_038 mut chr9:111746592-111746761 strand=-1 len=35.90.45,47.0,7.0,173.0,424.0,18.0,22.0,101.0,163.0
ENSE00000806005_039 mut chr9:111746592-111746761 strand=-1 len=35.90.45,172.0,8.0,33.0,0.0,252.0,0.0,93.0,14.0
ENSE00000806005_040 mut chr9:111746592-111746761 strand=-1 len=35.90.45,9.0,0.0,33.0,71.0,64.0,6.0,60.0,64.0
ENSE00000806005_041 mut chr9:111746592-111746761 strand=-1 len=35.90.45,31.0,4.0,108.0,177.0,31.0,21.0,72.0,141.0
ENSE00000806005_042 mut chr9:111746592-111746761 strand=-1 len=35.90.45,828.0,9.0,176.0,1.0,309.0,0.0,146.0,4.0
ENSE00000806005_043 mut chr9:111746592-111746761 strand=-1 len=35.90.45,303.0,2.0,58.0,0.0,200.0,1.0,99.0,6.0
ENSE00000806005_044 mut chr9:111746592-111746761 strand=-1 len=35.90.45,734.0,6.0,182.0,2.0,290.0,47.0,120.0,12.0
ENSE00000806005_045 mut chr9:111746592-111746761 strand=-1 len=35.90.45,1074.0,5.0,253.0,14.0,419.0,0.0,271.0,16.0
ENSE00000806005_046 mut chr9:111746592-111746761 strand=-1 len=35.90.45,23.0,53.0,169.0,282.0,13.0,6.0,69.0,85.0
ENSE00000806005_047 mut chr9:111746592-111746761 strand=-1 len=35.90.45,116.0,1.0,224.0,369.0,42.0,8.0,169.0,133.0
ENSE00000806005_048 mut chr9:111746592-111746761 strand=-1 len=35.90.45,35.0,3.0,171.0,261.0,17.0,0.0,45.0,128.0
ENSE00000806005_049 mut chr9:111746592-111746761 strand=-1 len=35.90.45,30.0,84.0,101.0,77.0,31.0,66.0,43.0,33.0
ENSE00000806005_050 mut chr9:111746592-111746761 strand=-1 len=35.90.45,58.0,228.0,84.0,64.0,20.0,78.0,96.0,57.0
ENSE00000806005_051 mut chr9:111746592-111746761 strand=-1 len=35.90.45,105.0,18.0,126.0,164.0,106.0,3.0,187.0,106.0
ENSE00000806005_052 mut chr9:111746592-111746761 strand=-1 len=35.90.45,9.0,4.0,10.0,39.0,68.0,40.0,108.0,117.0
ENSE00000806005_053 mut chr9:111746592-111746761 strand=-1 len=35.90.45,39.0,101.0,183.0,327.0,89.0,56.0,305.0,233.0
ENSE00000806005_054 mut chr9:111746592-111746761 strand=-1 len=35.90.45,50.0,22.0,85.0,113.0,96.0,13.0,165.0,124.0
ENSE00000806005_055 mut chr9:111746592-111746761 strand=-1 len=35.90.45,63.0,137.0,84.0,7.0,97.0,30.0,120.0,3.0
ENSE00000806005_056 mut chr9:111746592-111746761 strand=-1 len=35.90.45,349.0,0.0,93.0,1.0,180.0,0.0,70.0,1.0
ENSE00000806005_057 mut chr9:111746592-111746761 strand=-1 len=35.90.45,412.0,5.0,88.0,18.0,435.0,9.0,169.0,0.0
ENSE00000806005_058 mut chr9:111746592-111746761 strand=-1 len=35.90.45,30.0,27.0,24.0,0.0,31.0,41.0,56.0,15.0
ENSE00000806005_059 mut chr9:111746592-111746761 strand=-1 len=35.90.45,55.0,0.0,142.0,324.0,10.0,11.0,45.0,79.0
ENSE00000806005_060 mut chr9:111746592-111746761 strand=-1 len=35.90.45,70.0,9.0,10.0,12.0,0.0,0.0,29.0,24.0
ENSE00000806005_061 mut chr9:111746592-111746761 strand=-1 len=35.90.45,1.0,0.0,86.0,230.0,9.0,24.0,146.0,211.0
ENSE00000806005_062 mut chr9:111746592-111746761 strand=-1 len=35.90.45,89.0,65.0,248.0,539.0,35.0,24.0,369.0,463.0
ENSE00000806005_063 mut chr9:111746592-111746761 strand=-1 len=35.90.45,33.0,53.0,108.0,282.0,16.0,39.0,119.0,174.0
ENSE00000806005_064 mut chr9:111746592-111746761 strand=-1 len=35.90.45,11.0,140.0,61.0,7.0,44.0,344.0,160.0,35.0
ENSE00000806005_065 mut chr9:111746592-111746761 strand=-1 len=35.90.45,108.0,74.0,309.0,473.0,176.0,10.0,296.0,421.0
ENSE00000806005_066 mut chr9:111746592-111746761 strand=-1 len=35.90.45,185.0,40.0,322.0,666.0,90.0,56.0,231.0,514.0
ENSE00000806005_067 mut chr9:111746592-111746761 strand=-1 len=35.90.45,50.0,79.0,374.0,949.0,39.0,18.0,288.0,722.0
ENSE00000806005_068 mut chr9:111746592-111746761 strand=-1 len=35.90.45,85.0,425.0,125.0,14.0,5.0,420.0,164.0,40.0
ENSE00000806005_069 mut chr9:111746592-111746761 strand=-1 len=35.90.45,0.0,81.0,26.0,4.0,92.0,64.0,17.0,12.0
ENSE00000806005_070 mut chr9:111746592-111746761 strand=-1 len=35.90.45,143.0,0.0,35.0,0.0,64.0,0.0,36.0,0.0
ENSE00000806005_071 mut chr9:111746592-111746761 strand=-1 len=35.90.45,343.0,15.0,109.0,2.0,46.0,0.0,24.0,0.0
ENSE00000806005_072 mut chr9:111746592-111746761 strand=-1 len=35.90.45,114.0,3.0,20.0,5.0,21.0,0.0,0.0,0.0
ENSE00000806005_073 mut chr9:111746592-111746761 strand=-1 len=35.90.45,72.0,0.0,50.0,99.0,10.0,0.0,5.0,3.0
ENSE00000806005_074 mut chr9:111746592-111746761 strand=-1 len=35.90.45,42.0,4.0,65.0,133.0,0.0,15.0,7.0,16.0
ENSE00000806017 chr9:111822604-111822773 strand=-1 len=30.99.41 ccds=CCDS43858.1,0.0,36.0,50.0,50.0,0.0,3.0,0.0,21.0
ENSE00000806082 chr9:113013050-113013219 strand=-1 len=50.60.60 ccds=CCDS35103.1,22.0,0.0,10.0,0.0,15.0,0.0,13.0,0.0
ENSE00000806212 chr9:115965199-115965368 strand=-1 len=42.75.53 ccds=CCDS48007.1,6.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
ENSE00000806213 chr9:115964781-115964950 strand=-1 len=30.99.41 ccds=CCDS48007.1,12.0,0.0,7.0,18.0,0.0,20.0,23.0,0.0
ENSE00000806215 chr9:115961090-115961259 strand=-1 len=45.69.56 ccds=CCDS48007.1,31.0,23.0,190.0,328.0,50.0,32.0,186.0,437.0
ENSE00000806437 chr9:123534996-123535165 strand=-1 len=36.87.47 ccds=CCDS43872.1,54.0,9.0,100.0,272.0,61.0,2.0,76.0,93.0
"ENSE00000806590 chr9:126212921-126213090 strand=-1 len=51.57.62 ccds=CCDS35133.1,CCDS35134.1",61.0,58.0,41.0,0.0,46.0,43.0,17.0,3.0
"ENSE00000806630 chr9:127933332-127933501 strand=-1 len=32.96.42 ccds=CCDS48019.1,CCDS6861.1,CCDS48018.1",45.0,65.0,321.0,747.0,35.0,14.0,344.0,579.0
"ENSE00000806631 chr9:127923073-127923242 strand=-1 len=47.66.57 ccds=CCDS6861.1,CCDS48018.1",0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0
ENSE00000806641 chr9:127670624-127670793 strand=-1 len=32.96.42 ccds=CCDS6860.1,183.0,12.0,96.0,14.0,141.0,1.0,51.0,0.0
ENSE00000806644 chr9:127660796-127660965 strand=-1 len=32.96.42 ccds=CCDS6860.1,0.0,0.0,0.0,13.0,1.0,7.0,0.0,15.0
ENSE00000806645 chr9:127652633-127652802 strand=-1 len=35.90.45 ccds=CCDS6860.1,0.0,0.0,29.0,0.0,0.0,131.0,21.0,10.0
ENSE00000806649 chr9:127644739-127644908 strand=-1 len=50.60.60 ccds=CCDS6860.1,0.0,0.0,42.0,73.0,10.0,0.0,3.0,5.0
ENSE00000806651 chr9:127643414-127643583 strand=-1 len=36.87.47 ccds=CCDS6860.1,37.0,13.0,159.0,278.0,37.0,1.0,102.0,102.0
"ENSE00000807241 chr18:56000997-56001166 strand=1 len=53.75.42 ccds=CCDS45876.1,CCDS45872.1,CCDS45875.1,CCDS45875.1,CCDS45874.1,CCDS45873.1,CCDS45876.1",21.0,34.0,87.0,102.0,0.0,1.0,41.0,33.0
ENSE00000807561 chr19:58905823-58905992 strand=1 len=41.99.30 ccds=CCDS12978.1,93.0,17.0,309.0,577.0,101.0,8.0,98.0,254.0
ENSE00000807762 chr14:67770188-67770357 strand=1 len=51.78.41 ccds=CCDS9779.1,52.0,93.0,145.0,188.0,29.0,24.0,178.0,220.0
ENSE00000807788 chr14:68217712-68217881 strand=-1 len=57.45.68 ccds=CCDS9788.1,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0
ENSE00000808094 chr14:74531495-74531664 strand=-1 len=30.99.41 ccds=CCDS9826.1,47.0,126.0,267.0,754.0,22.0,45.0,437.0,701.0
ENSE00000808102 chr14:74539198-74539367 strand=-1 len=42.75.53 ccds=CCDS9826.1,9.0,2.0,47.0,106.0,0.0,0.0,18.0,64.0
ENSE00000808103 chr14:74541610-74541779 strand=-1 len=48.63.59 ccds=CCDS9826.1,114.0,39.0,121.0,136.0,7.0,26.0,119.0,153.0
ENSE00000808156 chr14:74947364-74947533 strand=-1 len=41.78.51 ccds=CCDS32121.1,22.0,0.0,45.0,72.0,17.0,0.0,78.0,179.0
ENSE00000808204 chr14:75131504-75131673 strand=-1 len=35.90.45 ccds=CCDS41971.1,0.0,0.0,6.0,52.0,0.0,16.0,56.0,61.0
ENSE00000808238 chr14:75282847-75283016 strand=1 len=59.63.48 ccds=CCDS45135.1,0.0,8.0,7.0,42.0,1.0,3.0,24.0,13.0
ENSE00000808300 chr14:75472527-75472696 strand=1 len=42.96.32 ccds=CCDS9836.1,45.0,25.0,67.0,253.0,28.0,29.0,102.0,304.0
"ENSE00000808440 chr14:76549511-76549680 strand=1 len=59.63.48 ccds=CCDS41973.1,CCDS9847.1,CCDS41973.1",21.0,1160.0,135.0,30.0,9.0,527.0,91.0,15.0
"ENSE00000808502 chr14:78288730-78288899 strand=1 len=48.84.38 ccds=CCDS9869.1,CCDS45144.1",3.0,57.0,170.0,205.0,50.0,12.0,300.0,465.0
ENSE00000808615 chr14:90725441-90725610 strand=1 len=63.54.53 ccds=CCDS32139.1,3.0,7.0,78.0,102.0,21.0,4.0,88.0,50.0
"ENSE00000808618 chr14:90745362-90745531 strand=-1 len=44.72.54 ccds=CCDS9891.1,CCDS9890.1",6.0,0.0,70.0,124.0,62.0,9.0,81.0,113.0
"ENSE00000808694 chr14:93180120-93180289 strand=-1 len=48.63.59 ccds=CCDS9904.1,CCDS9904.1",0.0,0.0,0.0,9.0,0.0,3.0,3.0,6.0
ENSE00000808725 chr14:94503684-94503853 strand=1 len=42.96.32 ccds=CCDS9917.1,1.0,2.0,23.0,1.0,0.0,0.0,22.0,37.0
ENSE00000808749 chr14:94710921-94711090 strand=1 len=51.78.41 ccds=CCDS9921.1,70.0,5.0,3.0,0.0,54.0,0.0,33.0,0.0
ENSE00000808750 chr14:94711876-94712045 strand=1 len=48.84.38 ccds=CCDS9921.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
"ENSE00000809089 chr2:27424820-27424989 strand=-1 len=36.87.47 ccds=CCDS1740.1,CCDS1740.1",2.0,160.0,52.0,19.0,10.0,176.0,30.0,11.0
"ENSE00000809098 chr2:27429698-27429867 strand=-1 len=47.66.57 ccds=CCDS1740.1,CCDS1740.1",125.0,0.0,27.0,11.0,224.0,51.0,160.0,6.0
"ENSE00000809169 chr2:27657293-27657462 strand=1 len=45.90.35 ccds=CCDS1753.1,CCDS1753.1",19.0,217.0,57.0,24.0,52.0,112.0,92.0,11.0
"ENSE00000809174 chr2:27660088-27660257 strand=1 len=41.99.30 ccds=CCDS1753.1,CCDS1753.1",23.0,202.0,39.0,0.0,5.0,25.0,3.0,15.0
"ENSE00000809466 chr2:32351964-32352133 strand=1 len=53.75.42 ccds=CCDS1778.1,CCDS1779.1",16.0,1111.0,131.0,66.0,28.0,755.0,197.0,176.0
"ENSE00000809468 chr2:32353423-32353592 strand=1 len=54.72.44 ccds=CCDS1778.1,CCDS1779.1",0.0,15.0,7.0,13.0,6.0,2.0,43.0,27.0
ENSE00000809501 chr2:32828022-32828191 strand=1 len=51.78.41 ccds=CCDS33175.2,9.0,4.0,45.0,123.0,3.0,0.0,56.0,63.0
ENSE00000810586 chr10:90435912-90436081 strand=1 len=54.72.44 ccds=CCDS7389.1,0.0,72.0,0.0,6.0,0.0,13.0,0.0,8.0
ENSE00000811044 chr10:98095600-98095769 strand=1 len=48.84.38 ccds=CCDS7447.1,11.0,11.0,55.0,85.0,3.0,21.0,114.0,155.0
ENSE00000811065 chr10:98319375-98319544 strand=-1 len=41.78.51 ccds=CCDS7450.1,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0
"ENSE00000811510 chr10:104156441-104156610 strand=1 len=41.99.30 ccds=CCDS41564.1,CCDS41564.1,CCDS41565.1,CCDS41565.1",105.0,13.0,29.0,0.0,105.0,0.0,22.0,0.0
ENSE00000811542 chr10:104242735-104242904 strand=-1 len=33.93.44 ccds=CCDS7536.1,49.0,67.0,316.0,230.0,20.0,5.0,109.0,128.0
ENSE00000811580 chr10:104386876-104387045 strand=1 len=56.69.45 ccds=CCDS7537.1,230.0,157.0,613.0,1128.0,135.0,97.0,925.0,1509.0
"ENSE00000811859 chr10:113918033-113918202 strand=-1 len=41.78.51 ccds=CCDS7570.1,CCDS7570.1",213.0,0.0,99.0,0.0,201.0,31.0,77.0,0.0
"ENSE00000811969 chr10:116233597-116233766 strand=-1 len=41.78.51 ccds=CCDS31289.1,CCDS7590.1,CCDS31288.1",3.0,3.0,38.0,47.0,31.0,0.0,24.0,40.0
"ENSE00000812245 chr10:124157372-124157541 strand=1 len=62.57.51 ccds=CCDS7629.1,CCDS7629.1,CCDS7629.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSE00000812501 chr17:44782083-44782252 strand=1 len=42.96.32 ccds=CCDS42354.1,0.0,3.0,16.0,108.0,1.0,6.0,30.0,98.0
"ENSE00000812892 chr5:172573825-172573994 strand=1 len=44.93.33 ccds=CCDS43400.1,CCDS4384.1,CCDS4386.1,CCDS4385.1",2.0,0.0,16.0,34.0,6.0,0.0,36.0,99.0
ENSE00000812955 chr9:386289-386458 strand=1 len=42.96.32 ccds=CCDS6440.1,4.0,67.0,129.0,119.0,9.0,7.0,147.0,190.0
ENSE00000812970 chr9:443382-443551 strand=1 len=45.90.35 ccds=CCDS6440.1,52.0,119.0,135.0,250.0,23.0,49.0,132.0,255.0
"ENSE00000813170 chr9:5753129-5753298 strand=1 len=71.39.60 ccds=CCDS34982.1,CCDS47949.1",19.0,0.0,13.0,0.0,12.0,13.0,8.0,0.0
ENSE00000814752 chr1:176809268-176809437 strand=1 len=41.99.30 ccds=CCDS41438.1,17.0,31.0,227.0,490.0,36.0,8.0,324.0,341.0
ENSE00000814861 chr1:54272065-54272234 strand=-1 len=33.93.44 ccds=CCDS583.1,796.0,3.0,192.0,8.0,1150.0,179.0,251.0,43.0
"ENSE00000815295 chr5:134294680-134294849 strand=1 len=50.81.39 ccds=CCDS43364.1,CCDS43364.1",22.0,32.0,102.0,211.0,2.0,11.0,259.0,282.0
"ENSE00000815598 chr11:130011340-130011509 strand=1 len=53.75.42 ccds=CCDS44774.1,CCDS44775.1,CCDS8486.1,CCDS44773.1",47.0,58.0,12.0,0.0,4.0,0.0,37.0,0.0
ENSE00000815644 chrX:69646180-69646349 strand=1 len=41.99.30 ccds=CCDS14402.1,0.0,21.0,29.0,66.0,1.0,1.0,66.0,70.0
ENSE00000815656 chrX:69606420-69606589 strand=1 len=48.84.38 ccds=CCDS14401.1,25.0,11.0,88.0,154.0,24.0,9.0,218.0,314.0
ENSE00000815660 chrX:69518918-69519087 strand=1 len=45.90.35 ccds=CCDS14401.1,0.0,0.0,0.0,10.0,0.0,0.0,1.0,18.0
ENSE00000815992 chr10:17169796-17169965 strand=-1 len=32.96.42 ccds=CCDS7113.1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0
ENSE00000816167 chr10:26359199-26359368 strand=1 len=48.84.38 ccds=CCDS7148.1,8.0,27.0,19.0,23.0,0.0,18.0,37.0,42.0
"ENSE00000816181 chr10:26581786-26581955 strand=1 len=45.90.35 ccds=CCDS7149.1,CCDS7149.1",0.0,0.0,1.0,0.0,0.0,0.0,4.0,12.0
"ENSE00000816799 chr12:1517274-1517443 strand=1 len=41.99.30 ccds=CCDS8508.1,CCDS8508.1,CCDS8508.1",13.0,3.0,134.0,172.0,6.0,0.0,23.0,69.0
ENSE00000817062 chr13:36220351-36220520 strand=1 len=45.90.35 ccds=CCDS45026.1,18.0,71.0,167.0,481.0,24.0,31.0,249.0,423.0
ENSE00000817129 chr13:37563588-37563757 strand=-1 len=33.93.44 ccds=CCDS9361.1,0.0,0.0,8.0,14.0,0.0,0.0,29.0,27.0
ENSE00000817130 chr13:37567696-37567865 strand=-1 len=45.69.56 ccds=CCDS9361.1,0.0,0.0,7.0,29.0,2.0,0.0,20.0,19.0
"ENSE00000817207 chr13:41797362-41797531 strand=-1 len=30.99.41 ccds=CCDS9378.1,CCDS9378.1",87.0,704.0,168.0,392.0,89.0,292.0,207.0,272.0
ENSE00000818262 chr12:104133128-104133297 strand=1 len=62.57.51 ccds=CCDS31888.1,193.0,29.0,91.0,0.0,590.0,0.0,179.0,17.0
ENSE00000818267 chr12:104181183-104181352 strand=-1 len=36.87.47 ccds=CCDS41824.1,84.0,1044.0,112.0,16.0,35.0,430.0,113.0,52.0
ENSE00000818458 chr8:22421749-22421918 strand=1 len=47.87.36 ccds=CCDS6031.1,4.0,119.0,40.0,5.0,0.0,88.0,14.0,0.0
ENSE00000818633 chr8:27401216-27401385 strand=1 len=50.81.39 ccds=CCDS6060.1,56.0,16.0,4.0,35.0,24.0,4.0,18.0,58.0
ENSE00000818636_001 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_003 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,47.0,77.0,255.0,2.0,14.0,127.0,169.0
ENSE00000818636_009 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00000818636_013 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_017 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSE00000818636_018 mut chr8:27394247-27394416 strand=1 len=54.72.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_021 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSE00000818636_023 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_026 mut chr8:27394247-27394416 strand=1 len=54.72.44,135.0,7.0,43.0,0.0,180.0,0.0,65.0,8.0
ENSE00000818636_029 mut chr8:27394247-27394416 strand=1 len=54.72.44,23.0,2.0,11.0,0.0,69.0,0.0,25.0,1.0
ENSE00000818636_032 mut chr8:27394247-27394416 strand=1 len=54.72.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_037 mut chr8:27394247-27394416 strand=1 len=54.72.44,32.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_038 mut chr8:27394247-27394416 strand=1 len=54.72.44,58.0,93.0,608.0,1175.0,172.0,49.0,506.0,899.0
ENSE00000818636_039 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_041 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSE00000818636_043 mut chr8:27394247-27394416 strand=1 len=54.72.44,86.0,0.0,25.0,0.0,111.0,4.0,27.0,0.0
ENSE00000818636_044 mut chr8:27394247-27394416 strand=1 len=54.72.44,110.0,2.0,48.0,1.0,51.0,0.0,5.0,0.0
ENSE00000818636_045 mut chr8:27394247-27394416 strand=1 len=54.72.44,77.0,0.0,26.0,0.0,52.0,1.0,36.0,22.0
ENSE00000818636_047 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00000818636_048 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_054 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00000818636_055 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
ENSE00000818636_056 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,71.0,101.0,0.0,11.0,71.0,108.0
ENSE00000818636_057 mut chr8:27394247-27394416 strand=1 len=54.72.44,9.0,1.0,97.0,296.0,2.0,2.0,126.0,172.0
ENSE00000818636_058 mut chr8:27394247-27394416 strand=1 len=54.72.44,195.0,3.0,20.0,0.0,130.0,0.0,43.0,1.0
ENSE00000818636_059 mut chr8:27394247-27394416 strand=1 len=54.72.44,29.0,0.0,12.0,1.0,88.0,0.0,22.0,0.0
ENSE00000818636_061 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSE00000818636_067 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSE00000818636_068 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSE00000818636_070 mut chr8:27394247-27394416 strand=1 len=54.72.44,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSE00000818636_071 mut chr8:27394247-27394416 strand=1 len=54.72.44,0.0,0.0,3.0,1.0,7.0,0.0,4.0,7.0
ENSE00000818636_072 mut chr8:27394247-27394416 strand=1 len=54.72.44,45.0,42.0,120.0,515.0,28.0,6.0,187.0,477.0
ENSE00000818636_073 mut chr8:27394247-27394416 strand=1 len=54.72.44,606.0,0.0,135.0,4.0,406.0,20.0,147.0,0.0
ENSE00000818636_074 mut chr8:27394247-27394416 strand=1 len=54.72.44,333.0,0.0,118.0,1.0,218.0,8.0,93.0,8.0
ENSE00000818641 chr8:27373193-27373362 strand=1 len=42.96.32 ccds=CCDS6060.1,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0
ENSE00000818642 chr8:27369300-27369469 strand=1 len=53.75.42 ccds=CCDS6060.1,20.0,9.0,73.0,110.0,0.0,4.0,98.0,135.0
"ENSE00000818660 chr8:27308488-27308657 strand=1 len=72.36.62 ccds=CCDS6057.1,CCDS6058.1,CCDS6057.1,CCDS6058.1,CCDS6058.1,CCDS6057.1",215.0,0.0,42.0,0.0,149.0,0.0,81.0,5.0
"ENSE00000818663 chr8:27301666-27301835 strand=1 len=57.66.47 ccds=CCDS6057.1,CCDS6057.1,CCDS6058.1,CCDS6057.1,CCDS6058.1,CCDS6058.1",0.0,3.0,2.0,21.0,1.0,21.0,91.0,72.0
